,Squad,Comp,Player,Pos,Age,MP,Starts_Playing_Time,Min_Playing_Time,Mins_Per_90_Playing_Time,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per_Minutes,Ast_Per_Minutes,G+A_Per_Minutes,G_minus_PK_Per_Minutes,G+A_minus_PK_Per_Minutes,MP_Playing_Time
10,2022 Poland,WCQ — UEFA M,Karol Linetty,MF,26.0,6.0,4,380.0,4.2,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.47,0.24,0.71,0.47,0.71,
11,2022 Poland,WCQ — UEFA M,Maciej Rybus,"DF,MF",32.0,6.0,4,337.0,3.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,
12,2022 Poland,WCQ — UEFA M,Tymoteusz Puchacz,DF,23.0,5.0,4,325.0,3.6,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.28,0.28,0.0,0.28,
13,2022 Poland,WCQ — UEFA M,Michał Helik,DF,26.0,6.0,4,302.0,3.4,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.6,0.0,0.6,
14,2022 Poland,WCQ — UEFA M,Paweł Dawidowicz,DF,26.0,5.0,3,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,2022 Poland,WCQ — UEFA M,Krzysztof Piątek,FW,26.0,6.0,3,333.0,3.7,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.54,0.0,0.54,0.54,0.54,
16,2022 Poland,WCQ — UEFA M,Arkadiusz Milik,FW,27.0,5.0,3,289.0,3.2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.31,0.31,0.62,0.31,0.62,
17,2022 Poland,WCQ — UEFA M,Adam Buksa,FW,25.0,6.0,3,278.0,3.1,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.62,0.0,1.62,1.62,1.62,
18,2022 Poland,WCQ — UEFA M,Tomasz Kędziora,DF,27.0,3.0,3,270.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,
19,2022 Poland,WCQ — UEFA M,Przemysław Frankowski,MF,26.0,7.0,3,255.0,2.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.71,
20,2022 Poland,WCQ — UEFA M,Mateusz Klich,MF,31.0,4.0,3,243.0,2.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,2022 Poland,WCQ — UEFA M,Kamil Piątkowski,DF,21.0,2.0,2,180.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,
22,2022 Poland,WCQ — UEFA M,Matty Cash,MF,24.0,3.0,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,2022 Poland,WCQ — UEFA M,Sebastian Szymański,MF,22.0,2.0,2,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,2022 Poland,WCQ — UEFA M,Przemysław Płacheta,DF,23.0,3.0,1,129.0,1.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,
25,2022 Poland,WCQ — UEFA M,Damian Szymański,MF,26.0,3.0,1,118.0,1.3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.76,0.76,1.53,0.76,1.53,
26,2022 Poland,WCQ — UEFA M,Kacper Kozłowski,MF,18.0,2.0,1,108.0,1.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.0,0.83,
27,2022 Poland,WCQ — UEFA M,Krystian Bielik,DF,24.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,2022 Poland,WCQ — UEFA M,Robert Gumny,DF,23.0,1.0,1,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
29,2022 Poland,WCQ — UEFA M,Jakub Kamiński,MF,19.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,2022 Poland,WCQ — UEFA M,Arkadiusz Reca,DF,26.0,2.0,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,2022 Poland,WCQ — UEFA M,Łukasz Fabiański,GK,36.0,1.0,1,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,2022 Poland,WCQ — UEFA M,Jacek Góralski,MF,29.0,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,2022 Poland,WCQ — UEFA M,Łukasz Skorupski,GK,30.0,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,2022 Poland,WCQ — UEFA M,Bartosz Slisz,MF,22.0,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,2022 Poland,WCQ — UEFA M,Kamil Grosicki,MF,33.0,3.0,0,43.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2.09,0.0,2.09,
36,2022 Poland,WCQ — UEFA M,Radosław Majecki,GK,22.0,1.0,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,2022 Poland,WCQ — UEFA M,Nicola Zalewski,"DF,MF",20.0,1.0,0,25.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,0.0,3.6,
38,2022 Poland,WCQ — UEFA M,Rafał Augustyniak,MF,28.0,1.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,2022 Poland,WCQ — UEFA M,Bartłomiej Drągowski,GK,24.0,0.0,0,,,,,,,,,,,,,,,
40,2022 Poland,WCQ — UEFA M,Kamil Grabara,GK,23.0,0.0,0,,,,,,,,,,,,,,,
41,2022 Poland,WCQ — UEFA M,Sebastian Kowalczyk,MF,23.0,0.0,0,,,,,,,,,,,,,,,
42,2022 Poland,WCQ — UEFA M,Karol Niemczycki,GK,22.0,0.0,0,,,,,,,,,,,,,,,
43,2022 Poland,WCQ — UEFA M,Mateusz Wieteska,DF,24.0,0.0,0,,,,,,,,,,,,,,,
44,2022 Poland,WCQ — UEFA M,Szymon Żurkowski,MF,24.0,0.0,0,,,,,,,,,,,,,,,
0,2022 Saudi Arabia,WCQ — AFC M,Yasser Al-Shahrani,DF,29.0,,15,1341.0,14.9,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,0.13,0.13,15.0
1,2022 Saudi Arabia,WCQ — AFC M,Mohammed Al-Owais,GK,30.0,,15,1328.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2,2022 Saudi Arabia,WCQ — AFC M,Salman Al-Faraj,MF,32.0,,14,1258.0,14.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,0.29,0.07,0.36,0.21,0.29,14.0
3,2022 Saudi Arabia,WCQ — AFC M,Salem Al-Dawsari,"MF,FW",30.0,,13,1168.0,13.0,7.0,1.0,4.0,3.0,3.0,2.0,0.0,0.54,0.08,0.62,0.31,0.39,13.0
4,2022 Saudi Arabia,WCQ — AFC M,Fahad Al Muwallad,MF,27.0,,13,1084.0,12.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,0.33,0.25,0.58,0.33,0.58,13.0
5,2022 Saudi Arabia,WCQ — AFC M,Abdulellah Al-Malki,MF,27.0,,12,983.0,10.9,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,13.0
6,2022 Saudi Arabia,WCQ — AFC M,Mohamed Kanno,MF,27.0,,10,953.0,10.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,11.0
7,2022 Saudi Arabia,WCQ — AFC M,Abdulelah Al-Amri,DF,25.0,,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
8,2022 Saudi Arabia,WCQ — AFC M,Abdullah Madu,DF,28.0,,10,874.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
9,2022 Saudi Arabia,WCQ — AFC M,Sultan Al-Ghanam,DF,27.0,,10,872.0,9.7,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31,0.31,0.0,0.31,10.0
10,2022 Saudi Arabia,WCQ — AFC M,Saleh Al-Shehri,FW,28.0,,9,765.0,8.5,7.0,2.0,6.0,1.0,1.0,0.0,0.0,0.82,0.24,1.06,0.71,0.94,13.0
11,2022 Saudi Arabia,WCQ — AFC M,Mohammed Al-Breik,DF,29.0,,7,604.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
12,2022 Saudi Arabia,WCQ — AFC M,Abdullah Otayf,MF,29.0,,7,526.0,5.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
13,2022 Saudi Arabia,WCQ — AFC M,Ali Al-Bulaihi,DF,32.0,,6,559.0,6.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
14,2022 Saudi Arabia,WCQ — AFC M,Hattan Bahebri,"MF,FW",29.0,,6,545.0,6.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,8.0
15,2022 Saudi Arabia,WCQ — AFC M,Firas Al-Buraikan,FW,21.0,,5,540.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,12.0
16,2022 Saudi Arabia,WCQ — AFC M,Abdullah Al Hamdan,FW,22.0,,4,321.0,3.6,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.28,0.56,0.84,0.28,0.84,8.0
17,2022 Saudi Arabia,WCQ — AFC M,Sami Al-Najei,MF,24.0,,3,325.0,3.6,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.55,0.55,9.0
18,2022 Saudi Arabia,WCQ — AFC M,Ziyad Al-Sahafi,DF,27.0,,3,274.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
19,2022 Saudi Arabia,WCQ — AFC M,Hassan Al Tambakti,DF,22.0,,3,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20,2022 Saudi Arabia,WCQ — AFC M,Yahya Al-Shehri,"MF,FW",31.0,,3,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
21,2022 Saudi Arabia,WCQ — AFC M,Abdulfattah Asiri,MF,27.0,,2,224.0,2.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.8,3.0
22,2022 Saudi Arabia,WCQ — AFC M,Mohammed Al-Khabrani,DF,28.0,,2,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
23,2022 Saudi Arabia,WCQ — AFC M,Nasser Al-Dawsari,DF,23.0,,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
24,2022 Saudi Arabia,WCQ — AFC M,Mohammed Al Yami,GK,24.0,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
25,2022 Saudi Arabia,WCQ — AFC M,Abdulrahman Ghareeb,MF,24.0,,2,141.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.64,3.0
26,2022 Saudi Arabia,WCQ — AFC M,Ali Al Hassan,MF,24.0,,2,112.0,1.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.8,6.0
27,2022 Saudi Arabia,WCQ — AFC M,Abdullah Al-Khaibari,MF,25.0,,1,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
28,2022 Saudi Arabia,WCQ — AFC M,Saud Abdulhamid,DF,22.0,,1,175.0,1.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.51,0.51,0.0,0.51,7.0
29,2022 Saudi Arabia,WCQ — AFC M,Ahmed Sharahili,DF,27.0,,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30,2022 Saudi Arabia,WCQ — AFC M,Omar Hawsawi,DF,36.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,2022 Saudi Arabia,WCQ — AFC M,Abdullah Al-Mayouf,GK,35.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,2022 Saudi Arabia,WCQ — AFC M,Hamdan Al-Shamrani,DF,25.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,2022 Saudi Arabia,WCQ — AFC M,Ali Al Asmari,MF,25.0,,1,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
34,2022 Saudi Arabia,WCQ — AFC M,Khaled Al-Sumairi,MF,25.0,,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,2022 Saudi Arabia,WCQ — AFC M,Abdulaziz Al-Bishi,MF,27.0,,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
36,2022 Saudi Arabia,WCQ — AFC M,Khalid Al Ghannam,MF,21.0,,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
37,2022 Saudi Arabia,WCQ — AFC M,Mohammed Al-Kwikbi,MF,27.0,,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
38,2022 Saudi Arabia,WCQ — AFC M,Fawaz Al-Qarni,GK,29.0,,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,2022 Saudi Arabia,WCQ — AFC M,Haroune Camara,FW,24.0,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,2022 Saudi Arabia,WCQ — AFC M,Nawaf Al Abed,"FW,MF",32.0,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,2022 Saudi Arabia,WCQ — AFC M,Aiman Salem,MF,20.0,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
42,2022 Saudi Arabia,WCQ — AFC M,Abdulrahman Al-Aboud,MF,26.0,,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,2022 Saudi Arabia,WCQ — AFC M,Abdurahman Al-Dossari,MF,24.0,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,2022 Saudi Arabia,WCQ — AFC M,Nawaf Al Aqidi,GK,21.0,,0,,,,,,,,,,,,,,,0.0
45,2022 Saudi Arabia,WCQ — AFC M,Zaid Al Bawardi,GK,25.0,,0,,,,,,,,,,,,,,,0.0
46,2022 Saudi Arabia,WCQ — AFC M,Ameen Bokhari,GK,24.0,,0,,,,,,,,,,,,,,,0.0
47,2022 Saudi Arabia,WCQ — AFC M,Asiri Haitham,FW,,,0,,,,,,,,,,,,,,,0.0
48,2022 Saudi Arabia,WCQ — AFC M,Moteb Al-Harbi,DF,,,0,,,,,,,,,,,,,,,0.0
49,2022 Saudi Arabia,WCQ — AFC M,Ali Lajami,DF,25.0,,0,,,,,,,,,,,,,,,0.0
50,2022 Saudi Arabia,WCQ — AFC M,Abdurahman Al-Obaid,DF,28.0,,0,,,,,,,,,,,,,,,0.0
51,2022 Saudi Arabia,WCQ — AFC M,Abdullah Al-Owaishir,GK,30.0,,0,,,,,,,,,,,,,,,0.0
52,2022 Saudi Arabia,WCQ — AFC M,Hussain Qassem,DF,24.0,,0,,,,,,,,,,,,,,,0.0
53,2022 Saudi Arabia,WCQ — AFC M,Mohammed Al Sahli,MF,29.0,,0,,,,,,,,,,,,,,,0.0
54,2022 Saudi Arabia,WCQ — AFC M,Abdullah Al-Shamekh,DF,28.0,,0,,,,,,,,,,,,,,,0.0
0,2022 Australia,WCQ — Inter-confederation play-offs M,Martin Boyle,MF,28.0,1.0,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2022 Australia,WCQ — Inter-confederation play-offs M,Ajdin Hrustic,MF,25.0,1.0,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,2022 Australia,WCQ — Inter-confederation play-offs M,Jackson Irvine,MF,28.0,1.0,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,2022 Australia,WCQ — Inter-confederation play-offs M,Aaron Mooy,MF,31.0,1.0,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,2022 Australia,WCQ — Inter-confederation play-offs M,Kye Rowles,DF,23.0,1.0,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,2022 Australia,WCQ — Inter-confederation play-offs M,Bailey Wright,DF,29.0,1.0,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,2022 Australia,WCQ — Inter-confederation play-offs M,Aziz Behich,DF,31.0,1.0,1,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7,2022 Australia,WCQ — Inter-confederation play-offs M,Mathew Ryan,GK,29.0,1.0,1,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,2022 Australia,WCQ — Inter-confederation play-offs M,Nathaniel Atkinson,DF,22.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
9,2022 Australia,WCQ — Inter-confederation play-offs M,Mathew Leckie,MF,30.0,1.0,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,2022 Australia,WCQ — Inter-confederation play-offs M,Mitchell Duke,FW,31.0,1.0,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,2022 Australia,WCQ — Inter-confederation play-offs M,Awer Mabil,"FW,MF",26.0,1.0,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2022 Australia,WCQ — Inter-confederation play-offs M,Jamie Maclaren,FW,28.0,1.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2022 Australia,WCQ — Inter-confederation play-offs M,Fran Karačić,DF,25.0,1.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,2022 Australia,WCQ — Inter-confederation play-offs M,Craig Goodwin,"DF,FW",30.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,2022 Australia,WCQ — Inter-confederation play-offs M,Andrew Redmayne,GK,33.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,2022 Australia,WCQ — Inter-confederation play-offs M,Nicholas D'Agostino,FW,23.0,0.0,0,,,,,,,,,,,,,,,
17,2022 Australia,WCQ — Inter-confederation play-offs M,Miloš Degenek,"DF,MF",27.0,0.0,0,,,,,,,,,,,,,,,
18,2022 Australia,WCQ — Inter-confederation play-offs M,Denis Genreau,MF,22.0,0.0,0,,,,,,,,,,,,,,,
19,2022 Australia,WCQ — Inter-confederation play-offs M,Riley McGree,MF,23.0,0.0,0,,,,,,,,,,,,,,,
20,2022 Australia,WCQ — Inter-confederation play-offs M,Trent Sainsbury,DF,30.0,0.0,0,,,,,,,,,,,,,,,
21,2022 Australia,WCQ — Inter-confederation play-offs M,Marco Tilio,FW,20.0,0.0,0,,,,,,,,,,,,,,,
22,2022 Australia,WCQ — Inter-confederation play-offs M,Danny Vukovic,GK,36.0,0.0,0,,,,,,,,,,,,,,,
0,2022 Denmark,WCQ — UEFA M,Kasper Schmeichel,GK,35.0,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2022 Denmark,WCQ — UEFA M,Andreas Christensen,"DF,MF",25.0,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,2022 Denmark,WCQ — UEFA M,Joakim Mæhle,"DF,MF",24.0,9.0,8,760.0,8.4,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,
3,2022 Denmark,WCQ — UEFA M,Simon Kjær,DF,32.0,9.0,8,689.0,7.7,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.26,0.0,0.26,0.13,0.13,
4,2022 Denmark,WCQ — UEFA M,Daniel Wass,"MF,DF",32.0,8.0,8,683.0,7.6,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.13,0.26,0.4,0.13,0.4,
5,2022 Denmark,WCQ — UEFA M,Andreas Skov Olsen,FW,22.0,10.0,7,577.0,6.4,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.78,0.47,1.25,0.78,1.25,
6,2022 Denmark,WCQ — UEFA M,Yussuf Poulsen,"FW,MF",27.0,8.0,7,520.0,5.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.17,0.35,0.17,0.35,
7,2022 Denmark,WCQ — UEFA M,Thomas Delaney,MF,30.0,7.0,6,515.0,5.7,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.17,0.52,0.7,0.17,0.7,
8,2022 Denmark,WCQ — UEFA M,Pierre Højbjerg,MF,26.0,7.0,6,508.0,5.6,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.18,0.35,0.53,0.18,0.53,
9,2022 Denmark,WCQ — UEFA M,Mikkel Damsgaard,FW,21.0,6.0,5,432.0,4.8,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.42,1.04,1.46,0.42,1.46,
10,2022 Denmark,WCQ — UEFA M,Christian Nørgaard,"MF,DF",27.0,9.0,4,355.0,3.9,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25,
11,2022 Denmark,WCQ — UEFA M,Joachim Andersen,DF,25.0,6.0,3,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2022 Denmark,WCQ — UEFA M,Jannik Vestergaard,DF,29.0,4.0,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2022 Denmark,WCQ — UEFA M,Jens Stryger Larsen,"DF,MF",30.0,8.0,3,309.0,3.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29,0.29,0.58,0.29,0.58,
14,2022 Denmark,WCQ — UEFA M,Jonas Wind,FW,22.0,5.0,3,261.0,2.9,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.69,0.34,1.03,0.69,1.03,
15,2022 Denmark,WCQ — UEFA M,Mathias Jensen,MF,26.0,4.0,2,200.0,2.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.45,0.9,0.45,0.9,
16,2022 Denmark,WCQ — UEFA M,Christian Eriksen,MF,29.0,3.0,2,194.0,2.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,
17,2022 Denmark,WCQ — UEFA M,Martin Braithwaite,MF,30.0,2.0,2,166.0,1.8,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.54,0.54,1.08,0.54,1.08,
18,2022 Denmark,WCQ — UEFA M,Jacob Bruun Larsen,FW,23.0,3.0,2,141.0,1.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,
19,2022 Denmark,WCQ — UEFA M,Rasmus Nissen,"MF,DF",24.0,2.0,2,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,2022 Denmark,WCQ — UEFA M,Mohammed Daramy,FW,20.0,4.0,2,121.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,2022 Denmark,WCQ — UEFA M,Kasper Dolberg,FW,24.0,4.0,1,196.0,2.2,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.92,0.0,0.92,0.46,0.46,
22,2022 Denmark,WCQ — UEFA M,Andreas Cornelius,FW,28.0,4.0,1,114.0,1.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.79,0.0,0.79,0.79,0.79,
23,2022 Denmark,WCQ — UEFA M,Jens Jønsson,MF,29.0,3.0,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,2022 Denmark,WCQ — UEFA M,Nicolai Boilesen,DF,29.0,1.0,1,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
25,2022 Denmark,WCQ — UEFA M,Victor Nelsson,DF,23.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,2022 Denmark,WCQ — UEFA M,Lasse Schöne,MF,35.0,1.0,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,2022 Denmark,WCQ — UEFA M,Anders Christiansen,MF,31.0,1.0,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,2022 Denmark,WCQ — UEFA M,Jesper Lindstrøm,MF,21.0,2.0,1,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
